Sample	Taxon	Rank	Abundance	Type	IDGroup	SampleName	Strain	Cage	MouseID	Treatment	Colonization	Community	Sex	DOB	Notch	Control	Source
SP_23	Sarcina 	Species	0.00573665095084482	RelativeAbundance	SP_23	Feces 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_48	Bariatricus 	Species	0.005733584668551681	RelativeAbundance	SP_48	Mucus 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Mucus
SP_38	Veillonella parvula	Species	0.005729909773596211	RelativeAbundance	SP_38	Feces 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Feces
SP_33	Collinsella aerofaciens	Species	0.0057276460029736	RelativeAbundance	SP_33	Feces 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Feces
SP_47	Bariatricus 	Species	0.00571653118077981	RelativeAbundance	SP_47	Mucus 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Mucus
SP_8	Collinsella aerofaciens	Species	0.005704195507840091	RelativeAbundance	SP_8	Colon 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Colon
SP_37	Bariatricus 	Species	0.005693005319820949	RelativeAbundance	SP_37	Feces 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Feces
SP_58	Lacrimispora saccharolytica	Species	0.0056920040193721945	RelativeAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_10	Fusobacterium 	Species	0.005665466325364803	RelativeAbundance	SP_10	Colon 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_51_re	Collinsella aerofaciens	Species	0.005629423118164272	RelativeAbundance	SP_51	Mucus 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Mucus
SP_20	Lacrimispora saccharolytica	Species	0.005603611025297772	RelativeAbundance	SP_20	Colon 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Colon
SP_30	Thomasclavelia 	Species	0.005575892643390978	RelativeAbundance	SP_30	Feces 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_43	Escherichia 	Species	0.005571902107891315	RelativeAbundance	SP_43	Mucus 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Mucus
SP_4	Fusobacterium 	Species	0.005506554879208192	RelativeAbundance	SP_4	Colon 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_39	Agathobacter 	Species	0.005502851896778666	RelativeAbundance	SP_39	Feces 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Feces
SP_29	Collinsella aerofaciens	Species	0.0054979866228415195	RelativeAbundance	SP_29	Feces 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Feces
SP_26	Streptococcus parasanguinis	Species	0.005470074217914328	RelativeAbundance	SP_26	Feces 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_2	Thomasclavelia 	Species	0.005467711352788614	RelativeAbundance	SP_2	Colon 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_48_re	Ruminococcus_B gnavus	Species	0.005438310582916078	RelativeAbundance	SP_48	Mucus 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Mucus
SP_39	Parabacteroides 	Species	0.005430955339333316	RelativeAbundance	SP_39	Feces 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Feces
SP_40	Collinsella aerofaciens	Species	0.005405076293673193	RelativeAbundance	SP_40	Mucus 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Mucus
SP_58	Agathobacter 	Species	0.005390761763720742	RelativeAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_19	Lacrimispora saccharolytica	Species	0.0053844093222609165	RelativeAbundance	SP_19	Colon 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Colon
SP_41	Thomasclavelia 	Species	0.005375895012577075	RelativeAbundance	SP_41	Mucus 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_36	Veillonella parvula	Species	0.005345207884181629	RelativeAbundance	SP_36	Feces 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Feces
SP_23	Parabacteroides 	Species	0.005332852083286336	RelativeAbundance	SP_23	Feces 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Feces
SP_17	Thomasclavelia 	Species	0.005330124908631051	RelativeAbundance	SP_17	Colon 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Colon
SP_43	Parabacteroides 	Species	0.005307881547862501	RelativeAbundance	SP_43	Mucus 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Mucus
SP_18	Lacrimispora saccharolytica	Species	0.005276246080657368	RelativeAbundance	SP_18	Colon 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Colon
SP_41	Lacrimispora saccharolytica	Species	0.005274566375050151	RelativeAbundance	SP_41	Mucus 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_54	Lacrimispora saccharolytica	Species	0.005222135376931053	RelativeAbundance	SP_54	Mucus 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Mucus
SP_50	Lacrimispora saccharolytica	Species	0.00522060389860201	RelativeAbundance	SP_50	Mucus 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Mucus
SP_52	Ruminococcus_B gnavus	Species	0.005185708763092943	RelativeAbundance	SP_52	Mucus 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Mucus
SP_3	Sarcina 	Species	0.005184888799973326	RelativeAbundance	SP_3	Colon 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_53	Sarcina perfringens	Species	0.005169026488720276	RelativeAbundance	SP_53	Mucus 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Mucus
SP_9	Ruminococcus_B gnavus	Species	0.005163048164307024	RelativeAbundance	SP_9	Colon 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Colon
SP_20	Agathobacter 	Species	0.005151660774150734	RelativeAbundance	SP_20	Colon 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Colon
SP_52	Collinsella aerofaciens	Species	0.0051125095216200825	RelativeAbundance	SP_52	Mucus 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Mucus
SP_58_re	Agathobacter 	Species	0.005036352308625473	RelativeAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_26	Collinsella aerofaciens	Species	0.005019171589843171	RelativeAbundance	SP_26	Feces 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_29	Ruminococcus_B gnavus	Species	0.00500899322637843	RelativeAbundance	SP_29	Feces 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Feces
SP_21	Sarcina 	Species	0.004990336910677423	RelativeAbundance	SP_21	Feces 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Feces
SP_8	Ruminococcus_B gnavus	Species	0.004963977962989123	RelativeAbundance	SP_8	Colon 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Colon
SP_42	Sarcina 	Species	0.004961958319550115	RelativeAbundance	SP_42	Mucus 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Mucus
SP_34	Parabacteroides 	Species	0.0049475973543600255	RelativeAbundance	SP_34	Feces 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Feces
SP_41	Fusobacterium 	Species	0.004947302261956437	RelativeAbundance	SP_41	Mucus 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_51	Ruminococcus_B gnavus	Species	0.0049285553010998935	RelativeAbundance	SP_51	Mucus 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Mucus
SP_15	Fusobacterium 	Species	0.004908831876098671	RelativeAbundance	SP_15	Colon 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Colon
SP_11	Parabacteroides 	Species	0.004907899232752462	RelativeAbundance	SP_11	Colon 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_17	Lacrimispora saccharolytica	Species	0.0048967288298952735	RelativeAbundance	SP_17	Colon 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Colon
SP_49	Lacrimispora saccharolytica	Species	0.004888041698634038	RelativeAbundance	SP_49	Mucus 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_11	Lacrimispora saccharolytica	Species	0.004883049110054981	RelativeAbundance	SP_11	Colon 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_48_re	Streptococcus parasanguinis	Species	0.004882222898102038	RelativeAbundance	SP_48	Mucus 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Mucus
SP_15	Veillonella parvula	Species	0.004880108459620621	RelativeAbundance	SP_15	Colon 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Colon
SP_16	Lacrimispora saccharolytica	Species	0.00487736430039575	RelativeAbundance	SP_16	Colon 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Colon
SP_42	Fusobacterium 	Species	0.004866102306558807	RelativeAbundance	SP_42	Mucus 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Mucus
SP_32	Parabacteroides 	Species	0.004852788815363791	RelativeAbundance	SP_32	Feces 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Feces
SP_21	Fusobacterium 	Species	0.004831544661288386	RelativeAbundance	SP_21	Feces 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Feces
SP_15	Ruminococcus_B gnavus	Species	0.004785321185243057	RelativeAbundance	SP_15	Colon 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Colon
SP_48_re	Fusobacterium 	Species	0.004752847395920813	RelativeAbundance	SP_48	Mucus 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Mucus
SP_47	Lacrimispora saccharolytica	Species	0.004744018387736241	RelativeAbundance	SP_47	Mucus 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Mucus
SP_41	Collinsella aerofaciens	Species	0.004733690539602381	RelativeAbundance	SP_41	Mucus 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_51	Sarcina 	Species	0.004728574654065736	RelativeAbundance	SP_51	Mucus 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Mucus
SP_4	Lacrimispora saccharolytica	Species	0.0047054170606861895	RelativeAbundance	SP_4	Colon 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_27	Lacrimispora saccharolytica	Species	0.004694997572924984	RelativeAbundance	SP_27	Feces 7	Muc2-/-	045R	C7	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	None	Treatment	Feces
SP_56	Veillonella parvula	Species	0.0046906045451478185	RelativeAbundance	SP_56	Mucus 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Mucus
SP_18	Thomasclavelia 	Species	0.004688795185065052	RelativeAbundance	SP_18	Colon 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Colon
SP_46	Lacrimispora saccharolytica	Species	0.004656891216093454	RelativeAbundance	SP_46	Mucus 7	Muc2-/-	045R	C7	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	None	Treatment	Mucus
SP_2	Fusobacterium 	Species	0.004655863827561406	RelativeAbundance	SP_2	Colon 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_44	Ruminococcus_B gnavus	Species	0.004640915779970225	RelativeAbundance	SP_44	Mucus 5	Muc2-/-	1322B	C5	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_48_re	Bariatricus 	Species	0.004639360113305703	RelativeAbundance	SP_48	Mucus 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Mucus
SP_52	Lacrimispora saccharolytica	Species	0.004636714452046491	RelativeAbundance	SP_52	Mucus 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Mucus
SP_8	Fusobacterium 	Species	0.0046362480576352585	RelativeAbundance	SP_8	Colon 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Colon
SP_11	Eggerthella lenta	Species	0.0046345478830801725	RelativeAbundance	SP_11	Colon 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_40	Ruminococcus_B gnavus	Species	0.004591957984959275	RelativeAbundance	SP_40	Mucus 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Mucus
SP_16	Thomasclavelia 	Species	0.004588931994938143	RelativeAbundance	SP_16	Colon 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Colon
SP_39	Eggerthella lenta	Species	0.004584788163245743	RelativeAbundance	SP_39	Feces 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Feces
SP_31	Fusobacterium 	Species	0.004574163722921611	RelativeAbundance	SP_31	Feces 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_43	Bariatricus 	Species	0.004564656040729368	RelativeAbundance	SP_43	Mucus 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Mucus
SP_54	Veillonella parvula	Species	0.0045557448160108115	RelativeAbundance	SP_54	Mucus 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Mucus
SP_54	Fusobacterium 	Species	0.004552630841427072	RelativeAbundance	SP_54	Mucus 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Mucus
SP_15	Sarcina perfringens	Species	0.004541172145179637	RelativeAbundance	SP_15	Colon 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Colon
SP_56	Lacrimispora saccharolytica	Species	0.004449176370029916	RelativeAbundance	SP_56	Mucus 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Mucus
SP_9	Streptococcus parasanguinis	Species	0.004449119660625291	RelativeAbundance	SP_9	Colon 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Colon
SP_44	Collinsella aerofaciens	Species	0.004445616998531833	RelativeAbundance	SP_44	Mucus 5	Muc2-/-	1322B	C5	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_10	Lacrimispora saccharolytica	Species	0.004428970165010774	RelativeAbundance	SP_10	Colon 10	Muc2-/-	3731R	C10	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_18	Bariatricus 	Species	0.004425703679677082	RelativeAbundance	SP_18	Colon 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Colon
SP_38	Thomasclavelia 	Species	0.0044046936008814465	RelativeAbundance	SP_38	Feces 19	Muc2-/-	1094R	H5	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	L	Treatment	Feces
SP_50	Bariatricus 	Species	0.004398724417610159	RelativeAbundance	SP_50	Mucus 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Mucus
SP_45	Thomasclavelia 	Species	0.0043948502566636466	RelativeAbundance	SP_45	Mucus 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Mucus
SP_44	Thomasclavelia 	Species	0.004390796287952635	RelativeAbundance	SP_44	Mucus 5	Muc2-/-	1322B	C5	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Mucus
SP_22	Lacrimispora saccharolytica	Species	0.004371543583762838	RelativeAbundance	SP_22	Feces 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_40	Parabacteroides 	Species	0.004370019895865863	RelativeAbundance	SP_40	Mucus 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Mucus
SP_48	Lacrimispora saccharolytica	Species	0.0043407686668761125	RelativeAbundance	SP_48	Mucus 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Mucus
SP_33	Bariatricus 	Species	0.004310178801161707	RelativeAbundance	SP_33	Feces 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Feces
SP_6	Lacrimispora saccharolytica	Species	0.004246920644248389	RelativeAbundance	SP_6	Colon 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_3	Fusobacterium 	Species	0.004149161415091194	RelativeAbundance	SP_3	Colon 3	Muc2-/-	3970R	C3	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Colon
SP_9	Bariatricus 	Species	0.004145613823311318	RelativeAbundance	SP_9	Colon 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Colon
SP_7	Thomasclavelia 	Species	0.004098373686469644	RelativeAbundance	SP_7	Colon 7	Muc2-/-	045R	C7	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	None	Treatment	Colon
SP_58	Fusobacterium 	Species	0.0040973159946998215	RelativeAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_11	Enterocloster 	Species	0.004087845183735595	RelativeAbundance	SP_11	Colon 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Colon
SP_5	Lacrimispora saccharolytica	Species	0.004087207867742959	RelativeAbundance	SP_5	Colon 5	Muc2-/-	1322B	C5	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Colon
SP_51	Lacrimispora saccharolytica	Species	0.004083475792665226	RelativeAbundance	SP_51	Mucus 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Mucus
SP_25	Parabacteroides 	Species	0.004059032297657758	RelativeAbundance	SP_25	Feces 5	Muc2-/-	1322B	C5	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_37	Lacrimispora saccharolytica	Species	0.004023393995230237	RelativeAbundance	SP_37	Feces 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Feces
SP_51_re	Parabacteroides 	Species	0.00402101651297448	RelativeAbundance	SP_51	Mucus 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Mucus
SP_43	Thomasclavelia 	Species	0.004007618442980716	RelativeAbundance	SP_43	Mucus 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Mucus
SP_54	Thomasclavelia 	Species	0.00400145734010519	RelativeAbundance	SP_54	Mucus 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Mucus
SP_36	Bariatricus 	Species	0.003990230885590557	RelativeAbundance	SP_36	Feces 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Feces
SP_43	Lacrimispora saccharolytica	Species	0.003987778747718435	RelativeAbundance	SP_43	Mucus 4	Muc2-/-	3778BL	C4	NC	C.P. + Comm21	CommunityCP	M	17-Aug-25	None	Treatment	Mucus
SP_45	Parabacteroides 	Species	0.003985835460759285	RelativeAbundance	SP_45	Mucus 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Mucus
SP_56	Thomasclavelia 	Species	0.00398131555862131	RelativeAbundance	SP_56	Mucus 18	Muc2-/-	1063R	H4	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	R	Treatment	Mucus
SP_58_re	Lacrimispora saccharolytica	Species	0.003979678935971083	RelativeAbundance	SP_58	Mucus 20	Muc2-/-	1094R	H6	NC	H. M.  + Comm21	CommunityHM	M	15-Aug-25	RL	Treatment	Mucus
SP_35	Lacrimispora saccharolytica	Species	0.003977925315852873	RelativeAbundance	SP_35	Feces 16	Muc2-/-	4376BL	H2	OA	H. M.  + Comm21	CommunityHM	F	15-Aug-25	L	Treatment	Feces
SP_28	Lacrimispora saccharolytica	Species	0.003956903942492996	RelativeAbundance	SP_28	Feces 8	Muc2-/-	045R	C8	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	R	Treatment	Feces
SP_21	Lacrimispora saccharolytica	Species	0.003946568344571435	RelativeAbundance	SP_21	Feces 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Feces
SP_36	Lacrimispora saccharolytica	Species	0.003934205802953559	RelativeAbundance	SP_36	Feces 17	Muc2-/-	1063R	H3	NC	H. M.  + Comm21	CommunityHM	F	15-Aug-25	None	Treatment	Feces
SP_45	Streptococcus parasanguinis	Species	0.0039309341458727935	RelativeAbundance	SP_45	Mucus 6	Muc2-/-	1322B	C6	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Mucus
SP_27	Parabacteroides 	Species	0.003909845436435834	RelativeAbundance	SP_27	Feces 7	Muc2-/-	045R	C7	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	None	Treatment	Feces
SP_15	Collinsella aerofaciens	Species	0.003906384641014741	RelativeAbundance	SP_15	Colon 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Colon
SP_22	Sarcina 	Species	0.003905044956924119	RelativeAbundance	SP_22	Feces 2	Muc2-/-	099R	C2	NC	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_33	Ruminococcus_B gnavus	Species	0.0038922570854101027	RelativeAbundance	SP_33	Feces 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Feces
SP_40	Lacrimispora saccharolytica	Species	0.00388686263996339	RelativeAbundance	SP_40	Mucus 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Mucus
SP_34	Dorea formicigenerans	Species	0.0038807492996572124	RelativeAbundance	SP_34	Feces 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Feces
SP_25	Ruminococcus_B gnavus	Species	0.0038636870465353877	RelativeAbundance	SP_25	Feces 5	Muc2-/-	1322B	C5	MT	C.P. + Comm21	CommunityCP	M	9-Aug-25	None	Treatment	Feces
SP_52	Bariatricus 	Species	0.0038406727010291356	RelativeAbundance	SP_52	Mucus 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Mucus
SP_9	Thomasclavelia 	Species	0.0038041697563330978	RelativeAbundance	SP_9	Colon 9	Muc2-/-	045R	C9	MT	C.P. + Comm21	CommunityCP	F	17-Aug-25	L	Treatment	Colon
SP_34	Lacrimispora saccharolytica	Species	0.0037876685968979066	RelativeAbundance	SP_34	Feces 15	Muc2-/-	2424R	H1	OA	H. M.  + Comm21	CommunityHM	M	15-Aug-25	None	Treatment	Feces
SP_31	Bariatricus 	Species	0.0037850200442494384	RelativeAbundance	SP_31	Feces 11	Muc2-/-	3731R	C11	OA	C.P. + Comm21	CommunityCP	M	9-Aug-25	R	Treatment	Feces
SP_40	Enterocloster 	Species	0.003784731837902705	RelativeAbundance	SP_40	Mucus 1	Muc2-/-	4181B	C1	NC	C.P. + Comm21	CommunityCP	M	30-May-25	None	Treatment	Mucus
SP_13	Lacrimispora saccharolytica	Species	0.0037800517082544997	RelativeAbundance	SP_13	Colon 13	Muc2-/-	3793R	C13	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	R	Treatment	Colon
SP_32	Bariatricus 	Species	0.0037770376751072774	RelativeAbundance	SP_32	Feces 12	Muc2-/-	3793R	C12	OA	C.P. + Comm21	CommunityCP	F	9-Aug-25	None	Treatment	Feces
